"YearMonth","StockPack","Count","P.lst.number","Main.Transport.No","Warehouse","Transport.Mode","Carrier","Destination.City","P.lst.Destination.Zip.Code","Destination.Country","Load.Closed.Date","Expected.Time.of.Arrival","POD_ATA","Leadtime..avg.","POD_ATA.Exists","On.Time.Delivery..OTD.","Arrived.at.Harbour.Airport..ATA.","Actual.Delivery.Date..POD."
"NA - NA","Z086257",1,"Z086257","6673149073","38","Air","Sandvik CSRT","VESPASIANO","33200-000","Brazil","2023-01-04","2023-01-12","2023-01-31","8","Yes","No","2023-01-31","2023-01-31"
"NA - NA","Z086257",1,"Z086257","6673149073","38","Air","Sandvik CSRT","VESPASIANO","33200-000","Brazil","2023-01-04","2023-01-12","2023-01-31","8","Yes","No","2023-01-31","2023-01-31"
"NA - NA","Z088163",1,"Z088163","6673149065","38","Air","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-01-04","2023-01-12","2023-01-23","17","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z088163",1,"Z088163","6673149065","38","Air","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-01-04","2023-01-12","2023-01-23","17","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z088284",1,"Z088284","6673144629","38","Land","Sandvik CSRT","BALMERTOWN ON","P0V 1C0","Canada","2023-01-03","2023-01-06","2023-01-09","6","Yes","No","2023-01-09","2023-01-09"
"NA - NA","Z088284",1,"Z088284","6673144629","38","Land","Sandvik CSRT","BALMERTOWN ON","P0V 1C0","Canada","2023-01-03","2023-01-06","2023-01-09","6","Yes","No","2023-01-09","2023-01-09"
"NA - NA","Z089118",2,"Z089118","6673137284","12","Air","Sandvik CSRT","BRONG AHAFO REGION","00000","Ghana","2023-01-02","2023-01-09","2023-01-18","16","Yes","No","2023-01-18","2023-01-18"
"NA - NA","Z089118",2,"Z089118","6673137284","12","Air","Sandvik CSRT","BRONG AHAFO REGION","00000","Ghana","2023-01-02","2023-01-09","2023-01-18","16","Yes","No","2023-01-18","2023-01-18"
"NA - NA","Z089119",1,"Z089119","6673137284","12","Air","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089119",1,"Z089119","6673137284","12","Air","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089129",3,"Z089129","6673137284","12","Air","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089129",3,"Z089129","6673137284","12","Air","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089131",1,"Z089131","6309638176","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-01-03","2023-02-16","2023-01-05","2","Yes","No","2023-01-05","2023-01-05"
"NA - NA","Z089131",1,"Z089131","6309638176","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-01-03","2023-02-16","2023-01-05","2","Yes","No","2023-01-05","2023-01-05"
"NA - NA","Z089140",1,"Z089140","6310096802","12","Sea","Sandvik CSRT","SHARJAH","30052","Emirates","2023-01-05","2023-02-18","2023-02-21","47","Yes","No","2023-02-21","2023-02-21"
"NA - NA","Z089140",1,"Z089140","6310096802","12","Sea","Sandvik CSRT","SHARJAH","30052","Emirates","2023-01-05","2023-02-18","2023-02-21","47","Yes","No","2023-02-21","2023-02-21"
"NA - NA","Z089144",1,"Z089144","6673137284","12","Air","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089144",1,"Z089144","6673137284","12","Air","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089147",1,"Z089147","6673137284","12","Air","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-02","2023-01-09","2023-01-12","10","Yes","No","2023-01-12","2023-01-12"
"NA - NA","Z089147",1,"Z089147","6673137284","12","Air","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-02","2023-01-09","2023-01-12","10","Yes","No","2023-01-12","2023-01-12"
"NA - NA","Z089148",1,"Z089148","6309681309","12","Sea","Sandvik CSRT","OUAGADOUGOU","2000","Burkina Faso","2023-01-04","2023-02-11","2023-02-28","55","Yes","No","2023-02-28","2023-02-28"
"NA - NA","Z089148",1,"Z089148","6309681309","12","Sea","Sandvik CSRT","OUAGADOUGOU","2000","Burkina Faso","2023-01-04","2023-02-11","2023-02-28","55","Yes","No","2023-02-28","2023-02-28"
"NA - NA","Z089149",1,"Z089149","6309681309","12","Sea","Sandvik CSRT","OUAGADOUGOU","2000","Burkina Faso","2023-01-04","2023-02-11","2023-02-28","55","Yes","No","2023-02-28","2023-02-28"
"NA - NA","Z089149",1,"Z089149","6309681309","12","Sea","Sandvik CSRT","OUAGADOUGOU","2000","Burkina Faso","2023-01-04","2023-02-11","2023-02-28","55","Yes","No","2023-02-28","2023-02-28"
"NA - NA","Z089150",1,"Z089150","6673137342","12","Land","Sandvik CSRT","TAMPERE","33330","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089150",1,"Z089150","6673137342","12","Land","Sandvik CSRT","TAMPERE","33330","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089153",1,"Z089153","6673137284","12","Air","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089153",1,"Z089153","6673137284","12","Air","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089156",2,"Z089156","6673139496","23","Land","Sandvik CSRT","KÅGE","93494","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089156",2,"Z089156","6673139496","23","Land","Sandvik CSRT","KÅGE","93494","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089163",1,"Z089163","6673139488","23","Land","Sandvik CSRT","BOLIDEN","93681","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089163",1,"Z089163","6673139488","23","Land","Sandvik CSRT","BOLIDEN","93681","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089176",7,"Z089176","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089176",7,"Z089176","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089213",1,"Z089213","288924241","37","Land","TNT NetherLands","SERRA SAN QUIRICO","60048","Italy","2023-01-02","2023-01-05","2023-01-09","7","Yes","No","-","2023-01-09"
"NA - NA","Z089225",1,"Z089225","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089225",1,"Z089225","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089226",2,"Z089226","6673139470","23","Land","Sandvik CSRT","SOTKAMO","88620","FinLand","2023-01-02","2023-01-06","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089226",2,"Z089226","6673139470","23","Land","Sandvik CSRT","SOTKAMO","88620","Finland","2023-01-02","2023-01-06","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089227",1,"Z089227","6673137284","12","Air","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-01-02","2023-01-09","2023-01-17","15","Yes","No","2023-01-17","2023-01-17"
"NA - NA","Z089227",1,"Z089227","6673137284","12","Air","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-01-02","2023-01-09","2023-01-17","15","Yes","No","2023-01-17","2023-01-17"
"NA - NA","Z089229",1,"Z089229","6673137284","12","Air","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089229",1,"Z089229","6673137284","12","Air","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089231",1,"Z089231","6673137284","12","Air","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089231",1,"Z089231","6673137284","12","Air","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-02","2023-01-08","2023-01-11","9","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089232",1,"Z089232","288920029","37","Land","TNT NetherLands","TERMINI IMERESE","90018","Italy","2023-01-02","2023-01-06","2023-01-09","7","Yes","No","-","2023-01-09"
"NA - NA","Z089233",1,"Z089233","6673137284","12","Air","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-02","2023-01-09","2023-01-12","10","Yes","No","2023-01-12","2023-01-12"
"NA - NA","Z089233",1,"Z089233","6673137284","12","Air","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-02","2023-01-09","2023-01-12","10","Yes","No","2023-01-12","2023-01-12"
"NA - NA","Z089234",1,"Z089234","288920647","37","Land","TNT NetherLands","BELLUNO","32100","Italy","2023-01-02","2023-01-04","2023-01-04","2","Yes","Yes","-","2023-01-04"
"NA - NA","Z089236",1,"Z089236","288922617","37","Land","TNT NetherLands","VILLENEUVE LES MAGUELONE","34750","France","2023-01-02","2023-01-04","2023-01-05","3","Yes","No","-","2023-01-05"
"NA - NA","Z089243",1,"Z089243","288916228","37","Land","TNT NetherLands","TERMINI IMERESE","90018","Italy","2023-01-02","2023-01-06","2023-01-09","7","Yes","No","-","2023-01-09"
"NA - NA","Z089247",1,"Z089247","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089247",1,"Z089247","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089248",1,"Z089248","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089248",1,"Z089248","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089249",1,"Z089249","288917064","37","Land","TNT NetherLands","PETKULA","99670","FinLand","2023-01-02","2023-01-09","2023-01-09","7","Yes","Yes","-","2023-01-09"
"NA - NA","Z089250",1,"Z089250","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089250",1,"Z089250","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089252",1,"Z089252","6673139769","23","Land","Sandvik CSRT","LONEVÅG","5282","Norway","2023-01-02","2023-01-05","2023-01-05","2","Yes","No","2023-01-05","2023-01-05"
"NA - NA","Z089252",1,"Z089252","6673139769","23","Land","Sandvik CSRT","LONEVÅG","5282","Norway","2023-01-02","2023-01-05","2023-01-05","2","Yes","No","2023-01-05","2023-01-05"
"NA - NA","Z089255",1,"Z089255","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089255",1,"Z089255","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089257",1,"Z089257","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089257",1,"Z089257","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089259",1,"Z089259","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089259",1,"Z089259","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089260",1,"Z089260","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089260",1,"Z089260","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089261",1,"Z089261","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089261",1,"Z089261","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089262",1,"Z089262","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089262",1,"Z089262","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089263",3,"Z089263","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089263",3,"Z089263","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089264",4,"Z089264","6309638176","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-03","2023-02-10","2023-02-06","34","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089264",4,"Z089264","6309638176","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-03","2023-02-10","2023-02-06","34","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089265",1,"Z089265","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","FinLand","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089265",1,"Z089265","6673139702","12","Land","Sandvik CSRT","TAMPERE","33310","Finland","2023-01-02","2023-01-05","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089266",1,"Z089266","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089266",1,"Z089266","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089269",1,"Z089269","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089269",1,"Z089269","6309681309","12","Sea","Sandvik CSRT","TIMIKA","99968","Indonesia","2023-01-04","2023-02-27","2023-04-03","89","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z089271",1,"Z089271","6673139785","12","Land","Sandvik CSRT","STORSLETT","9158","Norway","2023-01-02","2023-01-10","2023-01-11","7","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089271",1,"Z089271","6673139785","12","Land","Sandvik CSRT","STORSLETT","9158","Norway","2023-01-02","2023-01-10","2023-01-11","7","Yes","No","2023-01-11","2023-01-11"
"NA - NA","Z089275",6,"Z089275","6673139801","12","Land","Sandvik CSRT","HATTU","82967","FinLand","2023-01-02","2023-01-06","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089275",6,"Z089275","6673139801","12","Land","Sandvik CSRT","HATTU","82967","Finland","2023-01-02","2023-01-06","2023-01-10","6","Yes","No","2023-01-10","2023-01-10"
"NA - NA","Z089279",1,"Z089279","6673139819","23","Land","Sandvik CSRT","FAGERSTA","737 30","Sweden","2023-01-02","2023-01-03","2023-01-03","1","Yes","Yes","2023-01-03","2023-01-03"
"NA - NA","Z089279",1,"Z089279","6673139819","23","Land","Sandvik CSRT","FAGERSTA","737 30","Sweden","2023-01-02","2023-01-03","2023-01-03","1","Yes","Yes","2023-01-03","2023-01-03"
"NA - NA","Z089280",7,"Z089280","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089280",7,"Z089280","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089284",1,"Z089284","289010639","37","Land","TNT NetherLands","NAVAN","C15 NH63","IreLand","2023-01-02","2023-01-05","2023-01-06","4","Yes","No","-","2023-01-06"
"NA - NA","Z089286",1,"Z089286","289010157","37","Land","TNT NetherLands","SOFIA","1592","Bulgaria","2023-01-02","2023-01-06","2023-01-09","7","Yes","No","-","2023-01-09"
"NA - NA","Z089287",1,"Z089287","289009560","37","Land","TNT NetherLands","ANO LIOSIA","13341","Greece","2023-01-02","2023-01-06","2023-01-11","9","Yes","No","-","2023-01-11"
"NA - NA","Z089288",1,"Z089288","294767647","37","Air","TNT NetherLands","HOLON","5886106","Israel","2023-01-09","2023-01-12","2023-01-24","15","Yes","No","-","2023-01-24"
"NA - NA","Z089290",1,"Z089290","289009131","37","Land","TNT NetherLands","ANO LIOSIA","13341","Greece","2023-01-02","2023-01-06","2023-01-11","9","Yes","No","-","2023-01-11"
"NA - NA","Z089294",1,"Z089294","294776272","37","Air","TNT NetherLands","HOLON","5886106","Israel","2023-01-09","2023-01-12","2023-01-24","15","Yes","No","-","2023-01-24"
"NA - NA","Z089297",1,"Z089297","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
"NA - NA","Z089297",1,"Z089297","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
"NA - NA","Z089299",1,"Z089299","6309681309","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-01-04","2023-02-24","2023-03-01","56","Yes","No","2023-03-01","2023-03-01"
"NA - NA","Z089299",1,"Z089299","6309681309","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-01-04","2023-02-24","2023-03-01","56","Yes","No","2023-03-01","2023-03-01"
"NA - NA","Z089300",2,"Z089300","6673140262","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089300",2,"Z089300","6673140262","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089301",1,"Z089301","6673140254","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089301",1,"Z089301","6673140254","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089302",1,"Z089302","6673139439","12","Land","Sandvik CSRT","MEYZIEU","69881","France","2023-01-02","2023-01-09","2023-01-06","4","Yes","No","2023-01-06","2023-01-06"
"NA - NA","Z089302",1,"Z089302","6673139439","12","Land","Sandvik CSRT","MEYZIEU","69881","France","2023-01-02","2023-01-09","2023-01-06","4","Yes","No","2023-01-06","2023-01-06"
"NA - NA","Z089303",1,"Z089303","6673140239","23","Land","Sandvik CSRT","JÖRN","93055","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089303",1,"Z089303","6673140239","23","Land","Sandvik CSRT","JÖRN","93055","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089304",2,"Z089304","6673140262","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089304",2,"Z089304","6673140262","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089306",1,"Z089306","6673140221","23","Land","Sandvik CSRT","BOLIDEN","93693","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089306",1,"Z089306","6673140221","23","Land","Sandvik CSRT","BOLIDEN","93693","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089307",1,"Z089307","6309681309","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-01-04","2023-02-24","2023-03-01","56","Yes","No","2023-03-01","2023-03-01"
"NA - NA","Z089307",1,"Z089307","6309681309","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-01-04","2023-02-24","2023-03-01","56","Yes","No","2023-03-01","2023-03-01"
"NA - NA","Z089308",2,"Z089308","6673140239","23","Land","Sandvik CSRT","JÖRN","93055","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089308",2,"Z089308","6673140239","23","Land","Sandvik CSRT","JÖRN","93055","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089309",1,"Z089309","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
"NA - NA","Z089309",1,"Z089309","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
"NA - NA","Z089314",1,"Z089314","6673139819","23","Land","Sandvik CSRT","FAGERSTA","737 30","Sweden","2023-01-02","2023-01-03","2023-01-03","1","Yes","Yes","2023-01-03","2023-01-03"
"NA - NA","Z089314",1,"Z089314","6673139819","23","Land","Sandvik CSRT","FAGERSTA","737 30","Sweden","2023-01-02","2023-01-03","2023-01-03","1","Yes","Yes","2023-01-03","2023-01-03"
"NA - NA","Z089316",3,"Z089316","6673140254","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089316",3,"Z089316","6673140254","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089317",1,"Z089317","6673140155","23","Land","Sandvik CSRT","SANDNES","4313","Norway","2023-01-02","2023-01-05","2023-01-04","1","Yes","No","2023-01-04","2023-01-04"
"NA - NA","Z089317",1,"Z089317","6673140155","23","Land","Sandvik CSRT","SANDNES","4313","Norway","2023-01-02","2023-01-05","2023-01-04","1","Yes","No","2023-01-04","2023-01-04"
"NA - NA","Z089318",3,"Z089318","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089318",3,"Z089318","6310096802","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-01-05","2023-02-10","2023-02-06","32","Yes","No","2023-02-06","2023-02-06"
"NA - NA","Z089320",2,"Z089320","6673140221","23","Land","Sandvik CSRT","BOLIDEN","93693","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089320",2,"Z089320","6673140221","23","Land","Sandvik CSRT","BOLIDEN","93693","Sweden","2023-01-02","2023-01-04","2023-01-03","1","Yes","No","2023-01-03","2023-01-03"
"NA - NA","Z089321",1,"Z089321","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
"NA - NA","Z089321",1,"Z089321","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
"NA - NA","Z089323",6,"Z089323","6309681309","12","Sea","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-01-04","2023-03-02","2023-03-08","63","Yes","No","2023-03-08","2023-03-08"
"NA - NA","Z089323",6,"Z089323","6309681309","12","Sea","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-01-04","2023-03-02","2023-03-08","63","Yes","No","2023-03-08","2023-03-08"
"NA - NA","Z089325",1,"Z089325","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089325",1,"Z089325","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089327",2,"Z089327","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089327",2,"Z089327","6673139439","12","Land","Sandvik CSRT","ANKARA","06378","Turkey","2023-01-02","2023-01-13","2023-01-23","21","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z089330",3,"Z089330","6673139439","12","Land","Sandvik CSRT","KARAGANDA","100014","Kazakhstan","2023-01-02","2023-02-21","2023-02-23","52","Yes","No","2023-02-23","2023-02-23"
