"YearMonth","StockPack","Count","P.lst.number","Main.Transport.No","Warehouse","Transport.Mode","Carrier","Destination.City","P.lst.Destination.Zip.Code","Destination.Country","Load.Closed.Date","Expected.Time.of.Arrival","POD_ATA","Leadtime..avg.","POD_ATA.Exists","On.Time.Delivery..OTD.","Arrived.at.Harbour.Airport..ATA.","Actual.Delivery.Date..POD."
"NA - NA","Z107880",2,"Z107880","6313565662","12","Sea","Sandvik CSRT","TARKWA","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z107880",2,"Z107880","6313565662","12","Sea","Sandvik CSRT","TARKWA","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z107893",2,"Z107893","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z107893",2,"Z107893","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z107894",2,"Z107894","306282991","37","Land","TNT NetherLands","PORRINO","36400","Spain","2023-01-19","2023-01-24","2023-01-25","6","Yes","No","-","2023-01-25"
"NA - NA","Z107904",2,"Z107904","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z107904",2,"Z107904","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z107912",1,"Z107912","306280664","37","Land","TNT NetherLands","SEVILLA","41006","Spain","2023-01-19","2023-01-24","2023-01-25","6","Yes","No","-","2023-01-25"
"NA - NA","Z107917",1,"Z107917","306278586","37","Land","TNT NetherLands","MANRESA","08240","Spain","2023-01-19","2023-01-23","2023-01-24","5","Yes","No","-","2023-01-24"
"NA - NA","Z107920",1,"Z107920","6673189566","12","Land","Sandvik CSRT","POLKOWICE","59-100","PoLand","2023-01-19","2023-01-26","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z107920",1,"Z107920","6673189566","12","Land","Sandvik CSRT","POLKOWICE","59-100","Poland","2023-01-19","2023-01-26","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z107921",1,"Z107921","6673189566","12","Land","Sandvik CSRT","POLKOWICE","59-100","PoLand","2023-01-19","2023-01-26","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z107921",1,"Z107921","6673189566","12","Land","Sandvik CSRT","POLKOWICE","59-100","Poland","2023-01-19","2023-01-26","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z107937",1,"Z107937","6673192297","23","Land","Sandvik CSRT","STORFORSHEI","8630","Norway","2023-01-19","2023-01-26","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z107937",1,"Z107937","6673192297","23","Land","Sandvik CSRT","STORFORSHEI","8630","Norway","2023-01-19","2023-01-26","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z107939",1,"Z107939","6673192305","23","Land","Sandvik CSRT","BLOMSTERDALEN","5258","Norway","2023-01-19","2023-01-24","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z107939",1,"Z107939","6673192305","23","Land","Sandvik CSRT","BLOMSTERDALEN","5258","Norway","2023-01-19","2023-01-24","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z107941",1,"Z107941","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z107941",1,"Z107941","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z107947",1,"Z107947","306276293","37","Land","TNT NetherLands","SEVILLA","41006","Spain","2023-01-19","2023-01-24","2023-01-26","7","Yes","No","-","2023-01-26"
"NA - NA","Z107953",1,"Z107953","306288685","37","Land","TNT NetherLands","MEYZIEU","69330","France","2023-01-19","2023-01-23","2023-01-24","5","Yes","No","-","2023-01-24"
"NA - NA","Z107961",2,"Z107961","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z107961",2,"Z107961","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z107984",1,"Z107984","6673192370","23","Land","Sandvik CSRT","LEPPÄVIRTA","79100","FinLand","2023-01-19","2023-01-25","2023-01-24","5","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z107984",1,"Z107984","6673192370","23","Land","Sandvik CSRT","LEPPÄVIRTA","79100","Finland","2023-01-19","2023-01-25","2023-01-24","5","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z107997",1,"Z107997","306409278","37","Land","TNT NetherLands","GLASGOW","G65 9BL","United Kingdom","2023-01-19","2023-01-23","2023-01-24","5","Yes","No","-","2023-01-24"
"NA - NA","Z108011",1,"Z108011","306561109","37","Land","TNT NetherLands","PORRINO","36400","Spain","2023-01-19","2023-01-24","2023-01-25","6","Yes","No","-","2023-01-25"
"NA - NA","Z108017",3,"Z108017","306460388","37","Land","TNT NetherLands","SANDVIKEN","811 81","Sweden","2023-01-19","2023-01-24","2023-01-23","4","Yes","Yes","-","2023-01-23"
"NA - NA","Z108032",1,"Z108032","306457667","37","Land","TNT NetherLands","TERMINI IMERESE","90018","Italy","2023-01-19","2023-01-25","2023-01-24","5","Yes","Yes","-","2023-01-24"
"NA - NA","Z108045",3,"Z108045","6673192768","38","Land","Sandvik CSRT","CEDAR RAPIDS IA","52402","United States","2023-01-19","2023-01-22","2023-01-24","5","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108045",3,"Z108045","6673192768","38","Land","Sandvik CSRT","CEDAR RAPIDS IA","52402","United States","2023-01-19","2023-01-22","2023-01-24","5","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108048",1,"Z108048","6673192792","38","Land","Sandvik CSRT","EMPIRE CO","80438","United States","2023-01-19","2023-01-23","2023-01-31","12","Yes","No","2023-01-31","2023-01-31"
"NA - NA","Z108048",1,"Z108048","6673192792","38","Land","Sandvik CSRT","EMPIRE CO","80438","United States","2023-01-19","2023-01-23","2023-01-31","12","Yes","No","2023-01-31","2023-01-31"
"NA - NA","Z108052",1,"Z108052","6673192560","12","Land","Sandvik CSRT","KIRUNA","98138","Sweden","2023-01-19","2023-01-23","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108052",1,"Z108052","6673192560","12","Land","Sandvik CSRT","KIRUNA","98138","Sweden","2023-01-19","2023-01-23","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108055",2,"Z108055","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108055",2,"Z108055","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108062",1,"Z108062","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108062",1,"Z108062","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108070",1,"Z108070","6673192545","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108070",1,"Z108070","6673192545","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108084",4,"Z108084","6673192552","23","Land","Sandvik CSRT","KÅGE","93494","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108084",4,"Z108084","6673192552","23","Land","Sandvik CSRT","KÅGE","93494","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108086",1,"Z108086","6673192586","23","Land","Sandvik CSRT","BOLIDEN","93693","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108086",1,"Z108086","6673192586","23","Land","Sandvik CSRT","BOLIDEN","93693","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108097",1,"Z108097","6673189566","23","Land","Sandvik CSRT","LÖNSBODA","283 72","Sweden","2023-01-19","2023-01-22","2023-01-24","5","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108097",1,"Z108097","6673189566","23","Land","Sandvik CSRT","LÖNSBODA","283 72","Sweden","2023-01-19","2023-01-22","2023-01-24","5","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108098",1,"Z108098","6673192743","38","Land","Sandvik CSRT","MATACHEWAN ON","P0K 1M0","Canada","2023-01-19","2023-01-22","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108098",1,"Z108098","6673192743","38","Land","Sandvik CSRT","MATACHEWAN ON","P0K 1M0","Canada","2023-01-19","2023-01-22","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108099",1,"Z108099","6673192743","38","Land","Sandvik CSRT","MATACHEWAN ON","P0K 1M0","Canada","2023-01-19","2023-01-22","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108099",1,"Z108099","6673192743","38","Land","Sandvik CSRT","MATACHEWAN ON","P0K 1M0","Canada","2023-01-19","2023-01-22","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108100",1,"Z108100","6673195068","23","Land","Sandvik CSRT","LEPPÄVIRTA","79100","FinLand","2023-01-20","2023-01-26","2023-01-24","4","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108100",1,"Z108100","6673195068","23","Land","Sandvik CSRT","LEPPÄVIRTA","79100","Finland","2023-01-20","2023-01-26","2023-01-24","4","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108102",1,"Z108102","6673192537","23","Land","Sandvik CSRT","SKATVAL","7510","Norway","2023-01-19","2023-01-25","2023-01-24","4","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108102",1,"Z108102","6673192537","23","Land","Sandvik CSRT","SKATVAL","7510","Norway","2023-01-19","2023-01-25","2023-01-24","4","Yes","No","2023-01-24","2023-01-24"
"NA - NA","Z108104",1,"Z108104","6673192578","23","Land","Sandvik CSRT","BOLIDEN","93681","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108104",1,"Z108104","6673192578","23","Land","Sandvik CSRT","BOLIDEN","93681","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108114",1,"Z108114","6673192529","23","Land","Sandvik CSRT","STAMSUND","8340","Norway","2023-01-19","2023-01-26","2023-01-25","5","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108114",1,"Z108114","6673192529","23","Land","Sandvik CSRT","STAMSUND","8340","Norway","2023-01-19","2023-01-26","2023-01-25","5","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108125",1,"Z108125","JTE2301/396-01","C4","Land","Freight Worx","MWANZA","00000","Tanzania","2023-01-27","2023-02-16","2023-02-16","20","Yes","Yes","-","2023-02-16"
"NA - NA","Z108127",1,"Z108127","Y220624","C4","Air","DGF South Africa","CLARKS SUMMIT PA","18411","United States","2023-01-23","2023-01-29","2023-02-15","23","Yes","No","2023-01-27","2023-02-15"
"NA - NA","Z108130",3,"Z108130","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108130",3,"Z108130","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108131",7,"Z108131","6673192552","23","Land","Sandvik CSRT","KÅGE","93494","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108131",7,"Z108131","6673192552","23","Land","Sandvik CSRT","KÅGE","93494","Sweden","2023-01-19","2023-01-23","2023-01-20","1","Yes","No","2023-01-20","2023-01-20"
"NA - NA","Z108133",1,"Z108133","307042051","37","Land","TNT NetherLands","PETKULA","99670","FinLand","2023-01-20","2023-01-27","2023-01-24","4","Yes","Yes","-","2023-01-24"
"NA - NA","Z108135",1,"Z108135","307043542","37","Land","TNT NetherLands","HERTEN","45701","Germany","2023-01-20","2023-01-24","2023-01-24","4","Yes","Yes","-","2023-01-24"
"NA - NA","Z108136",1,"Z108136","307046362","37","Land","TNT NetherLands","NICKENICH","56645","Germany","2023-01-20","2023-01-24","2023-01-23","3","Yes","Yes","-","2023-01-23"
"NA - NA","Z108137",2,"Z108137","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108137",2,"Z108137","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108139",1,"Z108139","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108139",1,"Z108139","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108142",1,"Z108142","6673192636","23","Land","Sandvik CSRT","LILLESAND","4790","Norway","2023-01-19","2023-01-25","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108142",1,"Z108142","6673192636","23","Land","Sandvik CSRT","LILLESAND","4790","Norway","2023-01-19","2023-01-25","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108143",1,"Z108143","6673192669","23","Land","Sandvik CSRT","SØGNE","04640","Norway","2023-01-19","2023-01-25","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108143",1,"Z108143","6673192669","23","Land","Sandvik CSRT","SØGNE","04640","Norway","2023-01-19","2023-01-25","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108147",1,"Z108147","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108147",1,"Z108147","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108152",2,"Z108152","JBAM9632377331STK","C4","Land","SuperGroup","RUSTENBURG","0350","South Africa","2023-01-19","2023-01-23","2023-01-23","4","Yes","Yes","-","2023-01-23"
"NA - NA","Z108153",1,"Z108153","JBAM9632377331STK","C4","Land","SuperGroup","RUSTENBURG","0350","South Africa","2023-01-19","2023-01-23","2023-01-23","4","Yes","Yes","-","2023-01-23"
"NA - NA","Z108154",1,"Z108154","JAQU2592377331STK","C4","Land","SuperGroup","KROONDAL","1462","South Africa","2023-01-19","2023-01-23","2023-01-23","4","Yes","Yes","-","2023-01-23"
"NA - NA","Z108167",1,"Z108167","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108167",1,"Z108167","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108171",1,"Z108171","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108171",1,"Z108171","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108173",2,"Z108173","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108173",2,"Z108173","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108175",2,"Z108175","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108175",2,"Z108175","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108179",4,"Z108179","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108179",4,"Z108179","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108181",4,"Z108181","6673192727","38","Land","Sandvik CSRT","ELKO NV","89801","United States","2023-01-19","2023-01-25","2023-02-03","3","Yes","No","2023-02-03","2023-02-03"
"NA - NA","Z108181",4,"Z108181","6673192727","38","Land","Sandvik CSRT","ELKO NV","89801","United States","2023-01-19","2023-01-25","2023-02-03","3","Yes","No","2023-02-03","2023-02-03"
"NA - NA","Z108182",1,"Z108182","307048845","37","Land","TNT NetherLands","SARROLA CARCOPINO","20167","France","2023-01-20","2023-01-26","2023-01-25","5","Yes","Yes","-","2023-01-25"
"NA - NA","Z108187",1,"Z108187","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108187",1,"Z108187","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108194",8,"Z108194","6673192727","38","Land","Sandvik CSRT","ELKO NV","89801","United States","2023-01-19","2023-01-25","2023-02-03","3","Yes","No","2023-02-03","2023-02-03"
"NA - NA","Z108194",8,"Z108194","6673192727","38","Land","Sandvik CSRT","ELKO NV","89801","United States","2023-01-19","2023-01-25","2023-02-03","3","Yes","No","2023-02-03","2023-02-03"
"NA - NA","Z108196",1,"Z108196","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108196",1,"Z108196","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108197",1,"Z108197","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108197",1,"Z108197","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108205",3,"Z108205","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108205",3,"Z108205","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108209",1,"Z108209","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108209",1,"Z108209","6313675347","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-01-23","2023-04-11","2023-03-27","63","Yes","No","2023-03-27","2023-03-27"
"NA - NA","Z108210",1,"Z108210","6673192842","38","Land","Sandvik CSRT","ZEPHYR TX","76890","United States","2023-01-19","2023-01-24","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108210",1,"Z108210","6673192842","38","Land","Sandvik CSRT","ZEPHYR TX","76890","United States","2023-01-19","2023-01-24","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108214",9,"Z108214","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108214",9,"Z108214","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108221",2,"Z108221","6673192800","38","Land","Sandvik CSRT","CHICOUTIMI QC QC","G7H 5B1","Canada","2023-01-19","2023-01-21","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108221",2,"Z108221","6673192800","38","Land","Sandvik CSRT","CHICOUTIMI QC QC","G7H 5B1","Canada","2023-01-19","2023-01-21","2023-01-23","4","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108222",1,"Z108222","6673192750","38","Land","Sandvik CSRT","CHICOUTIMI QC","G0V 1L0","Canada","2023-01-19","2023-01-21","2023-02-01","13","Yes","No","2023-02-01","2023-02-01"
"NA - NA","Z108222",1,"Z108222","6673192750","38","Land","Sandvik CSRT","CHICOUTIMI QC","G0V 1L0","Canada","2023-01-19","2023-01-21","2023-02-01","13","Yes","No","2023-02-01","2023-02-01"
"NA - NA","Z108226",5,"Z108226","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108226",5,"Z108226","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108230",1,"Z108230","6673192834","38","Land","Sandvik CSRT","HEMLO ON","P0T2E0","Canada","2023-01-19","2023-01-22","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108230",1,"Z108230","6673192834","38","Land","Sandvik CSRT","HEMLO ON","P0T2E0","Canada","2023-01-19","2023-01-22","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108231",1,"Z108231","6673192826","38","Land","Sandvik CSRT","BALMERTOWN ON","P0V 1C0","Canada","2023-01-19","2023-01-22","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108231",1,"Z108231","6673192826","38","Land","Sandvik CSRT","BALMERTOWN ON","P0V 1C0","Canada","2023-01-19","2023-01-22","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108233",1,"Z108233","6673192784","38","Land","Sandvik CSRT","SASKATOON SK","S7P 0B2","Canada","2023-01-19","2023-01-24","2023-01-30","11","Yes","No","2023-01-30","2023-01-30"
"NA - NA","Z108233",1,"Z108233","6673192784","38","Land","Sandvik CSRT","SASKATOON SK","S7P 0B2","Canada","2023-01-19","2023-01-24","2023-01-30","11","Yes","No","2023-01-30","2023-01-30"
"NA - NA","Z108237",1,"Z108237","6673192776","38","Land","Sandvik CSRT","THUNDER BAY ON","P7B 6S5","Canada","2023-01-19","2023-01-22","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108237",1,"Z108237","6673192776","38","Land","Sandvik CSRT","THUNDER BAY ON","P7B 6S5","Canada","2023-01-19","2023-01-22","2023-01-25","6","Yes","No","2023-01-25","2023-01-25"
"NA - NA","Z108249",1,"Z108249","6673195100","23","Land","Sandvik CSRT","KIRUNA","98186","Sweden","2023-01-20","2023-01-24","2023-01-24","4","Yes","Yes","2023-01-24","2023-01-24"
"NA - NA","Z108249",1,"Z108249","6673195100","23","Land","Sandvik CSRT","KIRUNA","98186","Sweden","2023-01-20","2023-01-24","2023-01-24","4","Yes","Yes","2023-01-24","2023-01-24"
"NA - NA","Z108252",1,"Z108252","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108252",1,"Z108252","6313565662","12","Sea","Sandvik CSRT","KUMASI","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108253",1,"Z108253","6673195118","23","Land","Sandvik CSRT","JÖRN","93055","Sweden","2023-01-20","2023-01-24","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108253",1,"Z108253","6673195118","23","Land","Sandvik CSRT","JÖRN","93055","Sweden","2023-01-20","2023-01-24","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108258",1,"Z108258","6673195126","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-20","2023-01-24","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108258",1,"Z108258","6673195126","23","Land","Sandvik CSRT","KRISTINEBERG","92040","Sweden","2023-01-20","2023-01-24","2023-01-23","3","Yes","No","2023-01-23","2023-01-23"
"NA - NA","Z108268",1,"Z108268","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108268",1,"Z108268","6313675347","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-01-23","2023-04-01","2023-04-03","70","Yes","No","2023-04-03","2023-04-03"
"NA - NA","Z108278",2,"Z108278","6313565662","12","Sea","Sandvik CSRT","TARKWA","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108278",2,"Z108278","6313565662","12","Sea","Sandvik CSRT","TARKWA","00000","Ghana","2023-01-21","2023-02-25","2023-03-11","49","Yes","No","2023-03-11","2023-03-11"
"NA - NA","Z108284",1,"Z108284","JTE2301/396-01","C4","Land","Freight Worx","MWANZA","00000","Tanzania","2023-01-27","2023-02-16","2023-02-16","20","Yes","Yes","-","2023-02-16"
